"ENSEMBL","SYMBOL","log2FoldChange","padj","Direction","Is_DEG","Is_ChIPseq","Is_ncRNA_target","Is_GWAS_gene","Evidence_Count"
"ENSG00000101335","MYL9",1.62032784332157,3.20050017887722e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000186193","SAPCD2",1.61928273555694,0.00157225728341061,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000134508","CABLES1",1.61831296841669,0.00119024679020785,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000136630","HLX",1.6162270915182,0.000897196367855063,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000198121","LPAR1",-1.6144092427729,0.00340598642129281,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000077152","UBE2T",1.60887184304858,0.000708018826471885,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000144668","ITGA9",1.6075191391974,0.00241289304203018,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000187837","H1-2",1.60420756582494,1.39903829566237e-05,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000241163","LINC00877",-1.60234774929932,9.79455524949996e-05,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000161653","NAGS",-1.60126970504116,0.00183683122873587,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000277301","LOC101929698",-1.6004814178668,0.00847232964143623,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000186231","KLHL32",-1.59304809710976,0.00211523951620856,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000112290","WASF1",1.58003008081717,0.00927266732203614,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000198363","ASPH",1.57583851923543,0.0080881725065981,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000161381","PLXDC1",-1.57063240982959,6.90692599533539e-05,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000135424","ITGA7",1.56269392852196,0.000895495215086007,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000163220","S100A9",1.55621328386052,0.0018008508385282,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000173210","ABLIM3",1.54980612804714,0.00893554530620597,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
